sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_023886,The Observer,2021-11-29,Govt dismisses reports that Uganda could ‘lose’ Entebbe airport to China,"In a 2018 report, Uganda’s auditor general raised concern that Uganda had agreed to several stringent conditions in the loans and these had not only increased the cost of borrowing but also exposed Uganda’s sovereignty to risk.",,,,
OBS_GS_008300,The Observer,2023-02-08,China’s Belt & Road objectives shifting,Other critics have said that the breakdowns confirm that China moved too aggressively in building projects that were often mismatched for a country’s existing infrastructure or excessively damaged the environment.,,,,
OBS_GS_010253,The Observer,2025-06-18,An effective public transport would shut out complaints over road fines,"Given our procurement bureaucracy and the speed at which we do things, probably the consultant has never been hired or has not gone very far in “reviewing and updating” the detailed designs.",,,,
OBS_GS_023895,The Observer,2017-04-28,Mubende residents sue Buganda prince over land evictions,"The residents claim in the suit that Formasa has forged certificates for land on plots 37, block 61 and plot 27, block 61.",,,,
OBS_GS_016488,The Observer,2021-07-09,Electricity: the story behind power tariffs,The loan could be repaid even when the project is not operational – substantially reducing the risks for the lenders.,,,,
OBS_GS_009421,The Observer,2018-09-03,Ibanda district wants parents punished over school feeding,“By first term next year [2019] all GPE commissioned schools will receive their furniture for seven classrooms and administration blocks.,,,,
OBS_GS_016699,The Observer,2025-08-20,"Uganda’s road crisis: billions in debt, businesses in ruin","Business is really down.” A road stalled by land The 13-kilometre road, launched in September 2024 by Chinese contractor CHICO, was designed as part of a World Bank-funded plan to improve transport links across the Greater Kampala Metropolitan Area.",,,,
OBS_GS_018842,The Observer,2022-03-01,Pre-drilling works commence in Kingfisher Oil Development Area,"The contract was signed on December 29, 2021 worth $23.2 million with works expected to be completed within 20 months.",,,,
OBS_GS_016921,The Observer,2021-05-04,"Kenya, Tanzania presidents sign pipeline deal","And if we look at the trade between Tanzania and Kenya, we know both of them are port countries.",,,,
OBS_GS_016814,The Observer,2021-10-08,Airport expansion: Civil Aviation Authority ordered to recover Shs 2.1bn overpayment,"According to the review, sample items of executed works that were compared with certified quantities in interim payment certificates showed an anomaly in payments made to Seyani.",,,,
OBS_GS_010064,The Observer,2021-03-24,"Total not upfront about Tilenga, oil pipeline projects","Under the Tilenga project, intimidation through the use of court cases exists as well.",,,,
OBS_GS_023715,The Observer,2017-09-06,Traders lose Shs 4.3tn annually in road transportation costs,"COST COMPARISONS Meanwhile, Kyamugambi said Ugandans must desist from comparing costs of the railway line with Kenya and Ethiopia’s.",,,,
OBS_GS_015989,The Observer,2018-07-15,Chemutai wins Uganda’s second silver medal in Finland,"Chemutai recorded a time of 9:18.87 in the 3,000m steeplechase finals at the Ratina stadium on Friday evening.",,,,
OBS_GS_009532,The Observer,2025-01-21,Procurement as a strategic function unlocks its full value,"In between, there were bid invitations, bid assessments, and eventual communication of the winning bids, then contract sign-off.",,,,
OBS_GS_007321,The Observer,2025-03-05,Vandalism pushing up electricity prices,This forced the government to start paying for damages before the power plant could become operational.,,,,
OBS_GS_023150,The Observer,2021-12-08,Uganda’s nuclear power plant plans given nod of approval,"Rukia Nakadama Issanga, the 3rd deputy prime minister who officiated at the closure of review engagement says nuclear power is envisaged as one of the options that will enable Uganda to achieve universal energy access for all by 2030 as spelt out in Sustainable Development Goal (SDG) number 7 on “affordable and clean energy.” Cabinet in April 2015, approved the nuclear power roadmap development strategy 2014–2016 to guide the development of nuclear power infrastructure, the financial and human resources that are required by the government and other stakeholders to develop and commission the first power plant in Uganda.",,,,
OBS_GS_015776,The Observer,2024-09-12,Govt starts camel breeding project in Pader,It is part of a project managed by the National Animal Genetic Resources Centre and Data Bank (NAGRC&DB).,,,,
OBS_GS_007100,The Observer,2019-06-27,Public hearings send mixed signal for Kingfisher project,"If they can fight for mere sand in Lwera, how about the oil?” bakerbatte@observer.ug",,,,
OBS_GS_003565,The Observer,2022-06-30,MPs turn away Lira hospital officials over lack of accountability documents,"The documents required by the committee are the final accounts, audited project accounts including the financial statements, and other relevant documents supporting audit responses.",,,,
OBS_GS_007110,The Observer,2017-04-28,"Your mail: Kawempe General hospital, rein in errant gatekeepers!","I recently witnessed a woman giving birth at the parking yard of Kawempe General hospital, simply because gatekeepers take it upon themselves to delay these expectant mothers at the gate while checking the mothers’ kits to ensure that what is required is carried by the women.",,,,
OBS_GS_008635,The Observer,2025-09-24,Expunging the ghost of innocent Ngobi Ndiko: An appraisal of the Constitutional Court’s decision on ‘no fault’ divorce in Uganda – Part 4,"This, then, is the reverence with which constitutional interpretation and, by extension, constitutional litigation should be treated.",,,,
OBS_GS_015063,The Observer,2018-10-31,Lira district denies receiving Shs 600m Akii-Bua stadium funds,"Commissioner Omara defended himself, saying Lira district local government which did the work, should be held accountable.",,,,
OBS_GS_023872,The Observer,2021-11-29,Govt dismisses reports that Uganda could ‘lose’ Entebbe airport to China,Uganda is not about to default in honoring the loan obligation.,,,,
OBS_GS_006197,The Observer,2023-01-01,Is new Pokhara airport on China’s BRI radar?,“And the third modality is like the Tribhuvan International Airport in Kathmandu.,,,,
OBS_GS_013000,The Observer,2022-01-18,How Amos Nyombi Is Transforming Financial Oversight in Grant-Funded Organizations Through Intelligent Project Finance Systems,This makes the leaders of institutions stronger and their money last longer.,,,,
OBS_GS_005550,The Observer,2024-02-07,Gold tax evasion: MPs release damning report,"The Auditor General’s report, as mentioned in the minority report, states that Shs 14.5 trillion in loans remain unutilized due to various reasons including unreadiness of projects at loan/grant contracting stages, delays in meeting disbursement conditions, poor project management, lack of counterpart funds, and slow land acquisition processes.",,,,
OBS_GS_009796,The Observer,2022-01-26,How Sembuya built Sembule from a small hardware shop,Other early notable financing for expansion was in 1977 when they applied for Shs 5m but got only Shs 2m extended in September 1978 for completion of building at 12 per cent per annum.,,,,
OBS_GS_022687,The Observer,2017-06-07,UETCL blames project delays on long land acquisition process,"INDUSTRIAL PARKS The electricity company is building transmission lines and sub-stations in the four industrial parks of Namanve, Luzira, Mukono and Iganga.",,,,
OBS_GS_013704,The Observer,2024-05-29,How corruption became a billion-dollar industry,"Agaba attributes the current pervasive levels of corruption to this period, particularly between 1989 and 1994, coinciding with the implementation of the structural adjustment programme.",,,,
OBS_GS_003961,The Observer,2024-09-13,Court dismisses application challenging Namboole Stadium land ownership,Records from the Bank of Uganda confirmed that compensation had been paid.,,,,
